0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1619047619047619,-0.7213114754098361,1.2037037037037037,0.09243697478991597,1.0,0.0,0.2687559354226021,-0.5763473053892216,0.37500000000000006,-0.4545454545454546,0.4806421152030217,-0.350765306122449,0.5856873822975518,-0.26128266033254155,0.6901408450704225,-0.18333333333333332,0.4795268425841675,-0.3517835178351783,0.6733624454148471,-0.19519832985386223,0.8171745152354571,-0.10060975609756093,1.1007510533064664,0.04795953958841995,1.0,0.0,0.8972922502334266,-0.054133858267716606,0.7940074906367041,-0.11482254697286019,0.9675755342667649,-0.01647940074906369,0.9136577708006279,-0.045118949958982774,14.245014245014245,7025.0,7015.0
0.0,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,0.1619047619047619,-0.7213114754098361,1.2037037037037037,0.09243697478991597,1.0,0.0,0.2687559354226021,-0.5763473053892216,0.37500000000000006,-0.4545454545454546,0.4806421152030217,-0.350765306122449,0.5856873822975518,-0.26128266033254155,0.6901408450704225,-0.18333333333333332,0.4795268425841675,-0.3517835178351783,0.6733624454148471,-0.19519832985386223,0.8171745152354571,-0.10060975609756093,1.1007510533064664,0.04795953958841995,1.0,0.0,0.8972922502334266,-0.054133858267716606,0.7940074906367041,-0.11482254697286019,0.9675755342667649,-0.01647940074906369,0.9136577708006279,-0.045118949958982774,14.245014245014245,7025.0,7015.0
0.0,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,-0.14065,0.1619047619047619,-0.7213114754098361,1.2037037037037037,0.09243697478991597,1.0,0.0,0.2687559354226021,-0.5763473053892216,0.37500000000000006,-0.4545454545454546,0.4806421152030217,-0.350765306122449,0.5856873822975518,-0.26128266033254155,0.6901408450704225,-0.18333333333333332,0.4795268425841675,-0.3517835178351783,0.6733624454148471,-0.19519832985386223,0.8171745152354571,-0.10060975609756093,1.1007510533064664,0.04795953958841995,1.0,0.0,0.8972922502334266,-0.054133858267716606,0.7940074906367041,-0.11482254697286019,0.9675755342667649,-0.01647940074906369,0.9136577708006279,-0.045118949958982774,14.245014245014245,7025.0,7015.0
0.0,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,1.4249999999999998,0.17525773195876282,1.1724137931034482,0.07936507936507936,1.2702702702702702,0.11904761904761904,1.3524752475247523,0.14983164983164982,1.3049180327868852,0.13229018492176384,1.2713286713286713,0.11945812807881777,1.246341463414634,0.10966340933767639,1.227027027027027,0.10194174757281553,1.2910863509749304,0.12705167173252283,1.2577873254564984,0.11417697431018078,1.2462462462462462,0.1096256684491979,1.180908957199588,0.08295117345562449,1.1887096774193548,0.08621960206337512,1.1991189427312774,0.09054487179487178,1.2116504854368932,0.09569798068481122,1.2540263543191803,0.11269892822344924,1.2462151394422312,0.10961333806314298,7.1199715201139195,7025.0,7020.0
0.0,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,1.175,0.08045977011494253,1.1724137931034482,0.07936507936507936,1.2702702702702702,0.11904761904761904,1.1742574257425742,0.08014571948998177,1.1737704918032785,0.07993966817496226,1.1734265734265734,0.07979407979407983,1.173170731707317,0.07968574635241304,1.172972972972973,0.07960199004975124,1.1935933147632314,0.08825396825396829,1.2040816326530612,0.0925925925925926,1.2162162162162162,0.09756097560975606,1.1735549345491985,0.07984842333197996,1.1725806451612903,0.07943578322197478,1.1726872246696034,0.07948094079480938,1.1728155339805826,0.07953529937444145,1.2467057101024892,0.10980775496904535,1.2302788844621515,0.10325116112897466,7.1199715201139195,7025.0,7020.0
0.0,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.425,-0.40350877192982454,0.9655172413793104,-0.017543859649122806,1.0675675675675675,0.032679738562091505,0.5801980198019802,-0.2656641604010025,0.6819672131147542,-0.18908382066276802,0.7538461538461538,-0.14035087719298245,0.8073170731707318,-0.10661268556005397,0.8486486486486486,-0.08187134502923976,0.775766016713092,-0.12627450980392152,0.8818474758324383,-0.06278538812785389,0.9459459459459459,-0.0277777777777778,0.9507280482423887,-0.02525823720123648,0.9306451612903226,-0.03592314118629906,0.9083700440528634,-0.04801477377654666,0.8815533980582524,-0.06295149638802891,1.0270863836017572,0.013362224629830326,0.9912350597609563,-0.00440176070428169,7.1199715201139195,7025.0,7020.0
0.0,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,1.775,0.27927927927927926,0.9655172413793104,-0.017543859649122806,1.0675675675675675,0.032679738562091505,1.5425742574257426,0.2133956386292835,1.3901639344262295,0.1632373113854595,1.2825174825174823,0.1237745098039215,1.2024390243902439,0.09191583610188259,1.1405405405405404,0.06565656565656566,1.3022284122562673,0.13127646702964302,1.171858216970999,0.07912957467853611,1.1081081081081081,0.051282051282051266,0.9904397705544934,-0.004803073967339035,1.017741935483871,0.008792965627498013,1.051101321585903,0.024914089347079026,1.0912621359223302,0.04363974001857013,1.066617862371889,0.03223521076868587,1.0772908366533864,0.03720751822017641,7.1199715201139195,7025.0,7020.0
0.0,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,2.025,0.33884297520661155,0.9655172413793104,-0.017543859649122806,1.0675675675675675,0.032679738562091505,1.720792079207921,0.264919941775837,1.5213114754098362,0.20676202860858264,1.3804195804195805,0.15981198589894244,1.275609756097561,0.12111468381564842,1.1945945945945946,0.08866995073891626,1.3997214484679665,0.1665699361578642,1.2255639097744362,0.10135135135135136,1.1381381381381381,0.0646067415730337,0.9977937932048832,-0.00110432157844358,1.0338709677419353,0.01665344964314032,1.077533039647577,0.03731976251060219,1.130097087378641,0.06107566089334551,1.07393850658858,0.03565125308859874,1.093227091633466,0.04453749524172055,7.1199715201139195,7025.0,7020.0
0.0,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,2.1,0.3548387096774194,0.9655172413793104,-0.017543859649122806,1.0675675675675675,0.032679738562091505,1.774257425742574,0.2790863668807994,1.5606557377049182,0.21895006402048658,1.4097902097902097,0.17005223447475332,1.2975609756097561,0.12951167728237795,1.2108108108108109,0.09535452322738386,1.4289693593314763,0.17660550458715596,1.2416756176154673,0.10781025395304265,1.147147147147147,0.06853146853146849,1.0,0.0,1.038709677419355,0.018987341772151944,1.0854625550660792,0.040980143641740616,1.141747572815534,0.06618313689936535,1.0761346998535872,0.036671368124118496,1.0980079681274901,0.046714774022028144,7.1199715201139195,7025.0,7020.0
0.0,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.21097,0.8222222222222222,-0.0975609756097561,0.9655172413793104,-0.017543859649122806,1.0675675675675675,0.032679738562091505,0.843979057591623,-0.084611016467916,0.8633663366336634,-0.07332624867162592,0.8807511737089202,-0.0634048926610085,0.8964285714285715,-0.054613935969868146,0.9106382978723404,-0.0467706013363029,0.8951310861423221,-0.05533596837944666,0.9364944961896697,-0.03279405334499344,0.9712793733681462,-0.014569536423841102,0.9574407717406724,-0.021742281490071028,0.9462686567164179,-0.027607361963190195,0.935408560311284,-0.03337354242058704,0.9235772357723577,-0.03972950126796283,1.0310734463276836,0.015299026425591116,1.0022140221402216,0.0011057869517140117,7.1199715201139195,7025.0,7020.0
